,TV,Radio,Social Media,Influencer,Sales
927,91.0,31.17432973,5.100238465,Micro,326.07447169999995
928,95.0,26.64284202,6.894241261,Macro,339.90210260000003
929,36.0,4.215084265,2.6548779430000002,Micro,130.28544240000002
930,21.0,3.1083596669999998,1.361972659,Mega,73.42838169
931,83.0,30.64496663,6.844189107999999,Micro,286.09816539999997
932,55.0,18.58636671,2.324645797,Mega,197.7085755
933,55.0,15.24125873,3.8493753639999997,Mega,193.101443
934,99.0,27.61422525,3.848628228,Micro,355.91473039999994
935,21.0,16.05653873,3.539863843,Micro,71.91044065
936,43.0,15.09638769,5.999431004,Mega,155.81805469999998
937,54.0,14.96723698,0.840083166,Nano,187.656447
938,74.0,19.29015403,4.359484985,Nano,266.9377139
939,53.0,25.04916044,6.4710990829999995,Mega,189.6099951
940,19.0,8.953284733,3.287141653,Nano,69.34213329
941,35.0,15.36414061,8.140868283,Mega,128.07343600000002
942,40.0,13.82530357,4.07349775,Nano,139.680993
943,11.0,7.374947507999999,3.6091592589999997,Nano,33.98000011
944,29.0,8.714942563,0.956601942,Macro,100.28651049999999
945,63.0,18.07295181,4.072741693,Mega,221.5396409
946,38.0,12.36743196,2.412970462,Micro,136.7709591
947,68.0,17.74223933,2.7566387430000003,Mega,241.5453801
948,87.0,30.99099652,5.461506605,Micro,307.34405219999996
949,70.0,19.86645844,1.948666468,Micro,251.24149210000002
950,94.0,34.4405617,5.361413902,Micro,329.0149287
951,58.0,21.59094563,5.8806693679999995,Nano,208.74032730000002
952,90.0,29.55800369,3.425633439,Macro,316.8166518
953,44.0,10.0147525,2.056042436,Nano,154.49623019999999
954,58.0,20.50277946,2.798563099,Nano,203.41276269999997
955,80.0,36.08842395,6.192077771,Micro,278.3891207
956,38.0,14.81513871,6.190336545,Mega,135.21651809999997
957,68.0,18.96855432,3.6586584689999997,Macro,238.59975099999997
958,40.0,14.68525338,1.862294023,Micro,140.5312455
959,22.0,5.920985622000001,4.016223339,Mega,79.15234748
960,77.0,26.93238832,1.1231637829999999,Mega,269.618393
961,60.0,26.00435306,2.260037943,Mega,210.2429543
962,89.0,29.91788025,7.203811958999999,Mega,322.52199110000004
963,56.0,20.89599208,2.781968992,Micro,199.55665969999998
964,46.0,10.35752477,6.720744372,Macro,161.8992231
965,41.0,11.74088996,1.6396088359999998,Mega,144.5657092
966,69.0,23.74410652,5.035551433999999,Nano,244.3754776
967,36.0,19.22949803,3.440342386,Micro,130.55510890000002
968,38.0,12.93873682,0.763284304,Macro,134.9158375
969,22.0,11.58937865,1.27196986,Macro,75.26994095
970,13.0,4.217292404,0.15064496,Nano,46.75765774
971,32.0,7.070616403,2.235482268,Nano,109.9416385
972,83.0,24.74086407,5.191617123,Macro,289.1890889
973,15.0,3.49629277,3.055316636,Mega,49.06284815
974,26.0,6.632048133,1.415371282,Macro,95.14128996
975,68.0,30.72403855,7.606630452,Micro,237.6481109
976,99.0,31.83537627,7.836499255,Mega,354.73667439999997
977,74.0,17.41828715,0.483527663,Micro,263.548753
978,40.0,22.15892791,1.900721502,Mega,138.1138112
979,48.0,13.25588319,0.8792218890000001,Mega,174.4335283
980,24.0,7.565568515,3.7612346239999996,Nano,84.80007397
981,21.0,8.648684909,6.9212894060000005,Nano,73.54132977
982,93.0,21.69683624,2.925124833,Nano,330.55229810000003
983,50.0,16.96804126,3.494945946,Mega,178.1287616
984,30.0,10.30888202,1.2215188190000001,Macro,106.47153490000002
985,18.0,11.983231800000002,1.622753899,Macro,60.98689674
986,61.0,21.37665498,5.541438341,Micro,214.2909215
987,57.0,24.12221974,5.012811682,Macro,205.3616835
988,89.0,25.7685786,4.213173006,Nano,320.4051437
989,97.0,27.51449463,5.63036929,Mega,347.76601949999997
990,98.0,31.34901485,7.63837211,Micro,350.56806370000004
991,52.0,10.65220223,0.81995501,Macro,184.1597004
992,50.0,16.66951578,4.302800082,Macro,177.7978825
993,87.0,30.20364198,9.267802669,Micro,305.6362173
994,96.0,36.92625445,8.933148973,Micro,336.436557
995,83.0,32.19193052,4.530124006,Macro,293.065592
996,29.0,12.05821148,2.638573422,Nano,101.255978
997,74.0,20.42705084,6.319060522000001,Macro,261.9314465
998,75.0,22.3029843,5.177042419,Macro,268.7675389
999,72.0,25.9071224,4.715780067,Micro,260.1696705
1000,13.0,1.8254688609999998,1.445952711,Macro,49.09088568
1001,42.0,12.97234194,4.980146826,Mega,148.9565486
1002,12.0,7.759455367999999,3.181063753,Mega,44.33881055
1003,71.0,23.35785141,4.385036868,Macro,250.3608641
1004,89.0,40.028693700000005,8.219310183,Micro,313.914923
1005,40.0,13.94665782,2.117291138,Macro,138.0239566
1006,88.0,34.49346538,5.891364406,Nano,311.68255350000004
1007,47.0,8.321261321,2.224663337,Mega,164.7158591
1008,86.0,31.98979236,4.802363644,Mega,303.31883569999997
1009,10.0,9.848337663999999,3.852180825,Micro,36.57490709
1010,60.0,27.28676842,4.912130766000001,Mega,216.626332
1011,69.0,18.07400354,7.33292569,Mega,249.05810269999998
1012,88.0,25.62127221,4.608967452,Mega,312.5595409
1013,88.0,24.87143894,3.514416989,Mega,313.0012579
1014,70.0,23.98839121,3.9729501810000003,Micro,249.68396549999997
1015,54.0,19.40177699,3.531377136,Mega,196.83090249999998
1016,13.0,1.68598522,1.511993819,Nano,49.08014383
1017,68.0,29.43517599,3.224934232,Micro,240.1918751
1018,100.0,28.18902322,7.08946877,Macro,351.0759614
1019,99.0,29.46090412,3.652058045,Nano,352.68866139999994
1020,36.0,9.430653096,1.800419039,Mega,126.6813489
1021,91.0,25.72782083,1.843733021,Micro,323.99252260000003
1022,76.0,26.11945389,2.8078585489999996,Micro,274.12708389999995
1023,62.0,22.51118185,5.611983098,Macro,217.57025530000004
1024,10.0,2.60914311,2.819618562,Micro,38.76776157
1025,15.0,3.2902386010000004,2.496801639,Macro,54.25755446
1026,86.0,24.31804069,4.732207886,Mega,301.588153
1027,74.0,22.33691421,3.305106634,Nano,260.4652558
1028,56.0,18.73208697,5.045613626000001,Macro,195.76801310000002
1029,58.0,13.0236864,2.801238068,Mega,202.8761601
1030,64.0,17.73913594,7.069535685,Mega,229.30255069999998
1031,15.0,4.49022906,3.840346443,Macro,56.72556568
1032,15.0,0.987432188,1.921882034,Nano,50.35337311
1033,45.0,19.26995186,2.34568982,Micro,154.82365280000002
1034,80.0,32.87300062,3.930685527,Macro,286.1047156
1035,35.0,16.29976047,0.058387425,Macro,124.02938390000001
1036,71.0,18.53215998,2.698179495,Nano,246.81098390000002
1037,80.0,21.82701759,1.1831573359999998,Macro,284.29346789999994
1038,38.0,2.589298485,4.232246203,Macro,138.1027677
1039,32.0,17.63131395,5.079566756,Micro,114.6591031
1040,43.0,14.86636304,1.188064861,Micro,151.77362069999998
1041,98.0,28.93749129,5.478686281,Mega,341.5305096
1042,40.0,7.646082707000001,2.037287337,Micro,141.5940632
1043,85.0,19.84397609,1.9894102009999999,Nano,302.8650743
1044,44.0,15.99054487,2.975989378,Mega,157.30369319999997
1045,20.0,7.92425546,1.392122965,Mega,72.9067845
1046,98.0,32.21629028,5.011827563,Mega,346.2070486
1047,77.0,27.14371231,5.714889718999999,Macro,271.3634202
1048,77.0,24.18854494,5.133802599,Micro,280.54970019999996
1049,90.0,26.32104188,4.477032317,Mega,325.7829853
1050,38.0,8.781974567999999,3.023611644,Nano,131.7340053
1051,61.0,19.56867636,4.721144433,Micro,214.05051809999998
1052,100.0,31.63231852,6.437839912,Mega,351.8656104
1053,66.0,23.34851007,1.951877827,Nano,235.16785519999996
1054,79.0,20.47557359,4.375098213,Nano,276.5465088
1055,85.0,30.20696161,8.387590266,Macro,297.8406918
1056,31.0,0.417441168,1.9049802130000002,Macro,111.3940251
1057,58.0,22.86918182,6.281662732000001,Nano,208.923077
1058,21.0,15.77276268,1.9438564680000001,Nano,70.43434129
1059,91.0,34.15101221,7.847444242999999,Micro,329.7585643
1060,27.0,2.400931141,1.7832910309999999,Nano,95.82210034
1061,30.0,10.89003569,3.3719023260000003,Mega,104.40819029999999
1062,79.0,21.04641738,4.585300693,Micro,279.0002133
1063,80.0,29.63068625,7.527312834,Nano,285.7209185
1064,39.0,16.53246746,1.140112518,Mega,135.10279219999998
1065,36.0,11.33544306,0.147556766,Micro,134.9564752
1066,51.0,20.08311019,3.352908382,Macro,183.5747596
1067,23.0,12.66874316,2.059276863,Macro,82.44643572
1068,32.0,11.59153516,1.284588077,Macro,115.61430770000001
1069,30.0,15.523903400000002,2.819391995,Macro,104.03975229999999
1070,62.0,24.48263709,3.48394074,Macro,222.8035563
1071,81.0,36.12313135,4.584246415,Mega,289.653414
1072,56.0,23.96574055,6.276644732,Micro,197.9449499
1073,92.0,37.09719741,5.853243067999999,Micro,325.25836789999994
1074,13.0,2.5289465190000002,1.071299959,Mega,44.47479316
1075,84.0,23.49099467,6.384877693,Macro,300.4119733
1076,85.0,28.16013453,5.626379201000001,Micro,303.14711780000005
1077,75.0,19.53226006,3.961231768,Micro,268.4892435
1078,41.0,11.40108428,5.818696763999999,Nano,145.4168513
1079,71.0,25.76614235,4.75250808,Macro,256.22360069999996
1080,28.0,10.37265122,2.055377225,Macro,97.55871052
1081,46.0,10.17876113,0.774718817,Micro,162.0752637
1082,34.0,6.5085004710000005,0.278443512,Macro,121.0297707
1083,27.0,7.772636971,0.026536086,Micro,91.73914461
1084,30.0,13.41725958,6.440215299,Micro,102.6531694
1085,95.0,33.33366031,6.90988426,Micro,343.089786
1086,34.0,13.97282035,1.019281898,Mega,122.68954199999999
1087,20.0,1.969917453,0.236860685,Nano,72.1769941
1088,86.0,26.940963,6.458130778999999,Macro,306.4351806
1089,38.0,7.154535322999999,0.92859048,Nano,134.79228759999998
1090,66.0,18.14144822,6.39581212,Macro,240.29140409999997
1091,25.0,5.573783213,0.880543705,Nano,85.23426956
1092,44.0,16.08347915,1.731768931,Macro,152.1679478
1093,61.0,10.3847837,2.2574936869999997,Nano,223.6785915
1094,69.0,34.17860922,5.927940808,Nano,240.03502169999996
1095,76.0,31.57443225,5.668187006,Mega,273.04252210000004
1096,89.0,30.98092574,4.599569215,Nano,318.0452073
1097,11.0,1.877361105,1.31866338,Micro,36.971816700000005
1098,88.0,26.8080032,5.01968692,Nano,314.6571263
1099,27.0,5.176451181,3.561284656,Nano,100.14585679999999
1100,65.0,20.46492633,4.8533050069999994,Micro,230.51795049999998
1101,48.0,21.5039439,4.735400459,Mega,168.0564913
1102,48.0,7.639383813999999,0.025406846,Mega,171.0015671
1103,46.0,15.49815546,0.16999691100000003,Macro,166.9833119
1104,10.0,2.197709315,1.486695536,Mega,31.40226244
1105,66.0,16.3660306,1.939179561,Macro,235.0669849
1106,42.0,16.58242049,2.233249823,Nano,149.8920675
1107,71.0,24.04424273,3.088346775,Mega,247.7805991
1108,51.0,24.64687638,6.444050052000001,Micro,189.4984681
1109,81.0,32.00621358,5.5722367770000005,Nano,287.9609379
1110,10.0,5.139773121,4.751055878,Nano,38.051637
1111,21.0,9.687797959,3.394478002,Nano,78.44892035
1112,83.0,20.72620775,4.608829289,Nano,292.3664313
1113,96.0,27.15106798,3.5442547639999997,Macro,337.94305330000003
1114,83.0,24.57464264,6.190653254,Macro,293.26351239999997
1115,84.0,27.81758246,6.171058415,Micro,298.32247739999997
1116,56.0,11.87274594,2.349050432,Nano,201.74201200000002
1117,82.0,25.51805538,2.738878738,Mega,288.5305831
1118,45.0,17.94359103,0.169790571,Macro,158.7647386
1119,21.0,6.397648245,0.151215719,Nano,70.77050774
1120,45.0,10.84335506,1.303214039,Micro,156.86795690000002
1121,18.0,5.104034315,2.428498516,Micro,60.266156499999994
1122,42.0,8.898194437,2.8164174180000003,Macro,144.07533
1123,36.0,5.363569955,0.89945807,Mega,127.6646972
1124,38.0,19.20198497,2.8274520969999997,Mega,131.7523427
1125,55.0,19.7220372,4.378775534,Micro,195.5614761
1126,61.0,20.91410383,1.168951922,Micro,221.3886753
1127,67.0,18.89763578,4.219195092,Micro,242.93087569999997
1128,96.0,33.9560652,7.22447439,Mega,344.25046569999995
1129,74.0,25.36070505,3.6366203639999997,Micro,260.10408959999995
1130,54.0,24.82051231,3.3946820939999998,Micro,191.04246819999997
1131,64.0,16.07763967,2.392235948,Mega,224.51553819999998
1132,37.0,15.40876685,1.935104705,Macro,133.6114088
1133,55.0,20.83503638,3.654609898,Mega,199.5215959
1134,28.0,8.907131624,3.91181952,Nano,101.3116574
1135,58.0,20.92488055,6.059807429,Micro,207.3106406
1136,44.0,8.447034197999999,1.086840262,Mega,164.238952
1137,74.0,23.42012989,2.281383027,Nano,262.5986449
1138,49.0,15.61022141,3.431273747,Mega,175.96285469999998
1139,17.0,1.61910271,2.9385382819999997,Macro,57.90089101
1140,92.0,27.07432784,7.76501425,Micro,326.6822053
1141,45.0,12.22453623,6.078835058999999,Nano,159.17100200000002
1142,40.0,20.13539246,4.9567913169999995,Micro,142.74379960000002
1143,49.0,13.85687212,0.150053364,Nano,173.7564969
1144,89.0,34.72354863,6.137642552000001,Macro,315.23444680000006
1145,67.0,28.63117245,9.072549075,Mega,238.4197656
1146,40.0,18.81042973,0.8475972890000001,Macro,139.8707439
1147,88.0,20.58313089,3.1816616030000002,Macro,312.2713228
1148,14.0,6.082044887,1.15443211,Nano,49.04490098
1149,42.0,6.1801461820000005,1.8864275240000001,Micro,145.2658074
1150,38.0,12.90576954,0.090806236,Micro,136.24452069999998
1151,56.0,12.97856308,1.005704299,Macro,204.3764128
1152,55.0,15.76697775,3.123576476,Nano,197.73127390000002
1153,84.0,27.645230199999997,5.916649652,Nano,300.9241889
1154,85.0,30.35464777,7.753122793999999,Micro,305.6120608
1155,67.0,25.58280593,4.020770888,Macro,238.60307039999998
1156,17.0,7.197847026,1.394325609,Nano,59.49515943
1157,22.0,15.12646596,3.792188111,Nano,86.80395604
1158,10.0,5.040121601,0.704360749,Mega,36.86056147
1159,96.0,27.25291238,3.938099223,Nano,341.91241510000003
1160,39.0,14.37856572,0.24124120899999998,Macro,141.11200569999997
1161,64.0,22.81691505,6.280742012999999,Micro,226.5901704
1162,60.0,13.09853245,5.210825936,Micro,215.58335919999996
1163,55.0,12.37094913,0.918581511,Micro,194.6287816
1164,57.0,23.74241823,2.585252416,Micro,206.4798298
1165,56.0,11.22170396,1.6265443080000002,Macro,200.347425
1166,45.0,14.17801327,3.769634351,Mega,158.5393851
1167,12.0,6.636054357999999,0.8383174459999999,Micro,43.42825766
1168,20.0,0.34573089,0.787325148,Micro,71.31864882
1169,92.0,26.86626542,5.4354022120000005,Micro,328.4437938
1170,22.0,4.477489767,1.52846934,Nano,71.64559408
1171,70.0,22.85824494,6.146319119,Macro,248.0506236
1172,58.0,16.77650201,0.47100211200000003,Nano,210.880927
1173,46.0,15.50255633,4.69488484,Macro,161.7826384
1174,43.0,15.51307679,1.6263801580000001,Mega,155.0412374
1175,63.0,22.17656835,7.68073193,Macro,223.4236503
1176,47.0,9.961821714,4.068030765,Macro,164.21473799999998
1177,65.0,22.06340243,3.5775718110000003,Micro,229.25223880000001
1178,49.0,8.208255183,4.305739085,Mega,172.960982
1179,15.0,8.592102996,4.880310778999999,Mega,54.88491943
1180,27.0,9.406938289,4.527243502,Micro,96.75122632
1181,86.0,20.66269354,2.8675450839999996,Macro,312.4340082
1182,98.0,34.22011288,4.474838371000001,Mega,350.7275252
1183,24.0,5.1175086489999995,2.209701443,Mega,83.75148225
1184,13.0,4.7824952419999995,1.413944986,Micro,46.90197979
1185,16.0,2.075971434,1.435038997,Micro,52.41511920000001
1186,23.0,12.05716495,1.4482213330000002,Mega,84.12020878
1187,43.0,14.74315816,5.086102811,Micro,152.6018822
1188,71.0,26.23145593,3.8933045610000003,Nano,252.85372709999996
1189,18.0,1.056114844,0.748769308,Micro,62.49807961
1190,95.0,35.16812138,6.795153993,Mega,345.0030328
1191,74.0,28.117002600000003,5.894168882000001,Micro,260.18104869999996
1192,85.0,32.27082677,1.256186655,Nano,300.0486748
1193,27.0,8.643650064,3.579154088,Mega,99.479876
1194,24.0,0.848264479,1.592571775,Nano,83.77156783
1195,64.0,14.60464647,1.769477138,Nano,220.304746
1196,40.0,10.48745064,2.2029569430000002,Micro,142.61270259999998
1197,63.0,17.9879371,3.8170631760000004,Micro,222.9096238
1198,36.0,17.03355173,4.427632709,Macro,130.9960832
1199,24.0,0.894522052,1.024989237,Micro,85.81164773
1200,80.0,25.70476151,2.284896577,Mega,281.5414585
1201,39.0,17.29712291,2.14164632,Nano,135.3643958
1202,14.0,3.443825411,0.08293260599999999,Mega,52.360977500000004
1203,75.0,32.4386176,4.859321808,Micro,269.5336088
1204,37.0,6.128436597,1.455540155,Mega,130.2172702
1205,38.0,17.84312218,2.009779488,Micro,130.3708814
1206,12.0,6.233073586000001,3.695362555,Macro,45.07483438
1207,80.0,26.19652482,5.181134485,Mega,286.7701102
1208,91.0,24.92555148,4.999090743,Mega,322.30143589999994
1209,27.0,14.94411052,1.4526908090000001,Nano,98.6526218
1210,75.0,23.68041523,3.618129755,Micro,266.3690338
1211,41.0,19.96957206,4.491042639,Nano,148.2586363
1212,20.0,6.870163575,5.127572518,Nano,69.69781948
1213,11.0,11.85393949,3.008452988,Macro,37.70652904
1214,67.0,18.14052759,1.9524955869999998,Mega,239.1708881
1215,82.0,31.18586055,7.488026787999999,Mega,291.314666
1216,46.0,14.39237842,1.240397092,Micro,162.90014480000002
1217,67.0,15.96230199,4.823873221,Mega,235.93876119999996
1218,21.0,8.228726375,1.59572773,Mega,72.91644672
1219,48.0,15.83963977,5.286098271,Mega,170.4486331
1220,36.0,8.338703112000001,1.45363758,Mega,133.27019180000002
1221,95.0,26.72353586,3.600530083,Mega,333.92251560000005
1222,73.0,23.51262647,5.371989647,Micro,265.8966362
1223,64.0,10.70299962,2.7561411839999996,Macro,231.7348707
1224,25.0,7.100091534,1.5936932,Macro,89.81015562
1225,42.0,6.4094520820000005,3.61896382,Mega,144.0515004
1226,47.0,17.54913506,3.5932496,Nano,166.1240988
1227,81.0,27.01392648,4.050401703,Macro,284.7887164
1228,37.0,7.753853242999999,0.646902083,Nano,128.5775395
1229,43.0,22.07496465,3.6623490160000003,Mega,153.0649097
1230,64.0,18.10614293,3.746012095,Mega,222.3419275
1231,50.0,24.2342799,3.802225298,Nano,172.7968154
1232,85.0,17.92814765,2.125619697,Mega,305.3832807
1233,37.0,14.82608899,5.056452865,Mega,133.96650060000002
1234,87.0,36.78144812,5.944544971,Micro,310.0064665
1235,94.0,39.22119838,10.42085288,Mega,336.88840530000004
1236,88.0,28.32811978,2.4669255,Nano,313.0482667
1237,10.0,2.298248107,2.435478085,Mega,33.59144825
1238,24.0,14.68411591,0.975862762,Micro,87.8650301
1239,38.0,11.25013604,3.18319928,Micro,134.58711440000002
1240,99.0,38.26367194,3.9181828530000002,Mega,348.837593
1241,33.0,22.70338207,2.302985634,Mega,118.8740489
1242,57.0,24.07376287,3.3144842160000003,Mega,208.18339269999998
1243,72.0,14.31731074,1.755859447,Mega,256.1705613
1244,29.0,11.92270713,6.033385742999999,Nano,103.87441390000001
1245,40.0,21.84297247,4.621465773,Micro,147.4245875
1246,17.0,5.002416953,3.00718727,Micro,59.24360112
1247,96.0,33.16691487,4.802682588,Mega,345.054354
1248,46.0,17.92129715,2.374454098,Nano,167.47566630000003
1249,57.0,17.26553001,3.1832175169999997,Mega,205.65169719999997
1250,36.0,16.01664419,2.893217344,Nano,126.1776343
1251,42.0,9.457616912999999,1.8577796969999998,Macro,150.8827395
1252,90.0,29.0968972,6.041618334,Macro,322.83633260000005
1253,18.0,8.25489387,3.2417492560000003,Macro,62.38868798
1254,51.0,20.69590176,7.1224756010000005,Nano,179.782486
1255,28.0,15.02799004,2.260928448,Nano,94.77142622
1256,44.0,11.90949864,3.863594664,Mega,152.22002719999998
1257,18.0,0.544774758,0.584802079,Micro,61.92842166
1258,38.0,12.06842573,0.85156322,Macro,133.29522690000002
1259,65.0,18.47026586,3.450908225,Macro,230.44523219999996
1260,33.0,13.38002348,5.391596379,Macro,113.68070829999999
1261,74.0,25.85526144,5.0467781039999995,Macro,260.9790138
1262,21.0,4.981465892,3.017010069,Nano,75.36215456
1263,74.0,29.34550253,3.295645315,Nano,262.0124404
1264,40.0,10.83821968,3.2125530469999997,Macro,143.3820862
1265,94.0,30.97274726,3.950369298,Macro,336.6023006
1266,75.0,24.56962198,3.3069488419999997,Micro,261.289447
1267,61.0,18.97689884,2.3094370669999997,Mega,215.39135430000002
1268,92.0,35.31185933,5.238633498,Nano,329.0311993
1269,99.0,33.89927206,7.955180603,Macro,352.89995669999996
1270,68.0,26.21474469,5.257853498,Micro,237.886004
1271,42.0,19.99560462,4.136097691,Macro,145.7346993
1272,63.0,16.52948801,3.351418583,Micro,223.69506189999998
1273,75.0,28.80884454,6.73194589,Mega,268.791677
1274,15.0,17.87852819,6.684451448,Macro,50.73559898
1275,49.0,21.10566879,7.20966175,Mega,170.0457399
1276,66.0,18.92735337,7.016310108,Nano,232.62053450000002
1277,31.0,6.900105047,0.7423989000000001,Nano,111.82688370000001
1278,56.0,20.7459852,4.241658945,Macro,202.98619340000002
1279,54.0,20.11177512,3.804180277,Micro,194.12917130000002
1280,60.0,12.23406316,1.659737604,Micro,214.19175409999997
1281,35.0,5.121271546,0.875164961,Mega,122.82365859999999
1282,50.0,8.412303495,3.642783793,Micro,177.12839509999998
1283,37.0,14.42898333,0.24628339300000002,Macro,131.29209
1284,39.0,13.63285082,2.8904368039999997,Micro,136.8019191
1285,28.0,18.40492335,2.6881726789999996,Nano,102.3886217
1286,87.0,26.92871169,0.550205659,Macro,306.98846519999995
1287,61.0,23.909849899999998,5.37298311,Macro,218.092673
1288,40.0,8.588407255,3.068645816,Micro,140.1615469
1289,79.0,27.50669513,7.241425457999999,Macro,285.4800485
1290,11.0,0.216101168,0.753242703,Mega,41.39651524
1291,80.0,27.51236249,1.032765641,Nano,283.41697200000004
1292,11.0,0.49115339799999996,1.505058922,Micro,34.93300225
1293,94.0,34.15861088,5.82074361,Micro,330.64083700000003
1294,84.0,25.04782863,3.1110127010000004,Micro,295.4963766
1295,21.0,7.046414004,0.056054843,Macro,72.07541671
1296,16.0,10.32754546,1.40656398,Micro,57.40985369
1297,71.0,20.84941338,2.469887527,Mega,253.46225919999998
1298,27.0,0.9753312340000001,0.40935665299999996,Nano,88.80402133
1299,59.0,28.88785755,5.388404394,Micro,207.33027959999998
1300,22.0,13.153371100000001,3.5846168819999997,Nano,79.69777425
1301,65.0,21.07836064,3.607061612,Mega,232.27618309999997
1302,28.0,3.306779995,2.690659024,Macro,99.48425179
1303,49.0,14.87396622,1.638303876,Macro,174.200192
1304,61.0,20.00446791,6.0819706689999995,Mega,220.1068272
1305,72.0,24.68121877,6.002450357000001,Nano,256.0372024
1306,27.0,8.158783618,1.8462455169999998,Macro,100.2771075
1307,50.0,12.39492222,0.742938135,Mega,176.92810769999997
1308,79.0,33.69096007,7.889353903,Micro,279.6918286
1309,57.0,17.73126576,1.135948669,Micro,200.10805259999998
1310,49.0,16.39876978,1.569718706,Macro,171.3306322
1311,20.0,9.578543177,2.141996655,Mega,72.31156329
1312,59.0,8.856135087,3.232468215,Nano,214.291665
1313,51.0,16.74509293,1.3732916290000001,Micro,184.89500880000003
1314,65.0,29.06907952,3.380965049,Mega,234.3780869
1315,54.0,9.42171819,0.760326336,Macro,190.0490835
1316,30.0,11.26567713,0.14411701400000002,Mega,102.47120890000001
1317,47.0,9.266865633,4.040010034,Mega,164.63809519999998
1318,73.0,22.37030589,0.17114805100000002,Nano,257.6727806
1319,94.0,29.895010600000003,6.500131862999999,Macro,333.7007365
1320,10.0,6.492418979,1.307754019,Micro,34.046358500000004
1321,19.0,2.477590756,5.557077517000001,Nano,68.63176182
1322,79.0,19.57607017,4.32634078,Macro,279.4144408
1323,94.0,40.3813996,5.407997745,Macro,331.44460760000004
1324,65.0,23.88150599,2.832255371,Nano,228.577409
1325,80.0,33.31778758,5.06205685,Micro,284.02482389999994
1326,24.0,9.255560345,3.540823973,Micro,85.37271907
1327,35.0,5.785759307,3.368526918,Mega,127.2212975
1328,27.0,8.720237277,1.05124005,Micro,100.6415713
1329,98.0,34.15632865,6.982952678999999,Micro,347.83054639999995
1330,45.0,6.134131482000001,2.619106545,Macro,160.39815259999997
1331,29.0,15.47539803,4.8287201710000005,Mega,106.34683059999999
1332,100.0,41.153809100000004,4.31660016,Macro,353.617947
1333,99.0,28.76670512,5.585103137000001,Macro,352.3179119
1334,16.0,17.75660719,4.547851426,Micro,55.40369343
1335,51.0,14.84955816,6.545391968,Micro,181.66160019999998
1336,66.0,22.15855916,2.197680767,Macro,234.32881310000002
1337,41.0,12.99793945,3.0067047710000003,Micro,147.3867563
1338,35.0,12.14629522,1.992383015,Mega,122.9577834
1339,99.0,37.46822321,7.194404457,Macro,349.4961687
1340,15.0,10.41031566,1.834639961,Micro,51.78609705
1341,99.0,29.85251876,9.316561995,Nano,353.44588849999997
1342,72.0,26.93997283,2.332437144,Macro,257.18045750000005
1343,15.0,2.7972906180000003,4.83886776,Nano,48.86115001
1344,13.0,3.220673901,2.446239991,Nano,45.23135362
1345,61.0,17.07116687,3.8009210789999996,Nano,222.5963753
1346,31.0,9.170028162000001,1.0121830809999999,Nano,110.5825006
1347,58.0,15.2413917,0.114189919,Macro,209.1489884
1348,16.0,7.3276973320000005,3.2362195660000004,Macro,58.13798394
1349,54.0,14.05805349,1.4971317259999999,Macro,195.7694205
1350,90.0,32.98908421,5.114303431000001,Macro,321.266614
1351,12.0,0.6834761140000001,0.765877712,Micro,43.57911654
1352,59.0,24.66295001,4.291873948,Micro,209.1876697
1353,17.0,11.16675392,2.370877592,Macro,63.48794091
1354,60.0,23.53730258,4.9403512119999995,Micro,213.9107918
1355,17.0,5.114304618999999,0.260751503,Mega,61.81393577
1356,25.0,6.831105212000001,1.0516529940000001,Micro,94.28890228
1357,32.0,4.01212603,0.427108804,Nano,112.20354420000001
1358,47.0,20.27755079,0.747904517,Macro,169.8875281
1359,57.0,20.46156446,5.264913626,Micro,197.18583859999998
1360,48.0,13.68967669,3.947498786,Mega,173.0984379
1361,21.0,14.44136866,0.342016761,Micro,74.21648745
1362,27.0,9.569824803,2.216601931,Mega,97.36011862
1363,90.0,36.55151239,9.883176364,Mega,317.576616
1364,23.0,1.1199334490000001,2.024287502,Micro,84.37002181
1365,18.0,2.609402156,0.055425098,Nano,62.00526615
1366,12.0,2.433254458,2.478694936,Micro,42.77124819
1367,81.0,25.70916199,5.579523367,Nano,290.5860748
1368,60.0,20.65364197,3.097761704,Micro,210.89246380000003
1369,93.0,29.30608808,2.303326934,Micro,327.771081
1370,47.0,18.85597236,2.305723529,Micro,167.6367081
1371,10.0,8.939084838,1.008130201,Micro,34.10189493
1372,55.0,20.187012600000003,5.001959098,Mega,197.67125019999997
1373,78.0,37.59808506,5.780036656,Micro,277.0929501
1374,80.0,26.98790612,3.081278114,Macro,284.72627769999997
1375,95.0,33.32069261,3.488541517,Macro,340.9498167
1376,51.0,16.94974752,1.348300822,Mega,176.0068363
1377,70.0,24.90507404,2.4580707019999997,Micro,249.4106969
1378,83.0,31.838831199999998,3.84892856,Micro,292.02470669999997
1379,70.0,20.74153565,4.51238522,Mega,243.50081609999998
1380,92.0,36.90254427,7.630973429,Nano,326.2296412
1381,71.0,17.14796237,3.4074613510000002,Macro,255.97162880000002
1382,16.0,12.54786817,2.3893388669999998,Mega,60.38358214
1383,89.0,26.70268754,3.5755617139999996,Micro,315.9003207
1384,61.0,20.19729211,1.344451932,Micro,214.74070460000002
1385,51.0,20.147430800000002,4.1168215539999995,Nano,178.59357319999998
1386,57.0,20.71769224,2.66330205,Micro,209.0289496
1387,37.0,20.04563677,3.7938089,Mega,132.2091868
